bestaat al lang,has been existing for a long time,0,3,-2,-3,1,3,1,0,-3,-3,3,-2
bestaat in verschillende kleuren,exists in different colors,3,3,-2,3,0,2,1,-2,0,2,3,3
bestaat in verschillende merken,exists in different brands,3,3,-3,-3,-3,3,1,-1,2,-3,3,3
bestaat in verschillende soorten,exists in different kinds,3,3,0,3,0,3,1,-1,3,2,3,3
bestaat in verschillende vormen,exists in different forms,3,3,0,3,1,1,2,-1,2,-3,3,3
gemaakt uit metaal,made of metal,2,1,0,1,1,1,1,0,1,0,3,3
heeft een motor,has a motor,3,3,3,1,1,3,2,0,1,3,2,2
heeft een stuur,has a steering wheel,3,3,1,1,1,3,2,-2,3,3,3,3
heeft wielen,has wheels,3,1,3,-1,2,3,2,0,2,3,3,3
is duur,is expensive,1,3,-2,2,-3,3,1,0,-2,-3,1,1
is een auto,is a car,3,-2,2,3,2,3,0,3,-2,3,3,1
is handig,comes in very handy,2,1,-2,1,0,1,1,0,2,3,3,2
is milieuvervuilend,is polluting,1,1,-3,0,3,1,2,-1,-2,1,2,2
is milieuvriendelijk,is environmentally friendly,-2,-2,-1,1,3,-3,-2,2,-2,-2,-2,1
kan statussymbool zijn,can be a status symbol,2,3,0,2,3,2,1,1,2,-2,3,0
maakt lawaai,produces noise,1,2,-2,2,2,3,1,0,2,2,2,2
verbruikt brandstof,uses fuel,2,2,0,-1,1,1,2,0,0,0,2,2
wordt gebruikt voor lange afstanden,used for long distances,3,-1,3,1,2,3,2,2,1,3,2,2
bestaat in verschillende groottes,exists in different sizes,0,0,1,-1,0,-2,-2,2,0,-1,-3,0
er zijn verschillende types van,different types are available,1,0,1,-1,0,2,-1,1,0,1,-1,0
geeft je vrijheid,provides you with freedom,1,1,0,0,1,0,1,1,1,-1,0,1
heeft een technische evolutie doorgemaakt,has gone through a technological revolution,0,1,1,2,1,0,2,2,1,2,-3,1
is onmisbaar,is indispensable,1,-1,-3,-1,0,1,1,2,1,0,-3,-1
is snel,is fast,1,1,1,0,1,2,3,1,0,2,-2,1
je kan er dingen mee vervoeren,you can transport things with it,3,3,1,3,3,3,3,2,2,3,1,1
je kan je ermee verplaatsen,can be used to get from one place to the other,3,3,1,3,3,3,3,2,3,3,-3,3
kan bewegen,can move,3,2,-1,1,3,-1,2,2,1,2,0,2
kan je met meerdere personen inzitten,has room for several people,2,2,1,0,2,0,2,1,0,1,-3,1
kan ongelukken veroorzaken,can cause accidents,1,2,-1,-1,1,0,-1,0,1,0,-2,1
koop je in de winkel,bought in a store,1,-1,-1,-2,1,-2,0,-1,0,-2,-3,0
verplaats je je sneller mee dan te voet,is a faster form of transport than going by foot,3,3,1,3,3,2,2,2,2,2,2,3
wordt bestuurd,is operated,3,2,1,0,2,1,2,3,2,2,3,2
wordt mechanisch aangedreven,is driven by meachanical means,3,2,1,1,2,0,-2,0,2,1,-3,2
wordt veel gebruikt,is used a lot,2,2,1,-1,0,1,1,3,1,1,-3,-2
