bestaat al lang,has been existing for a long time,-3,0,1,0,-3,0,3,1,2,2,-2,0
bestaat in verschillende groottes,exists in different sizes,-1,1,-2,0,-3,2,1,2,2,1,-2,0
bestaat in verschillende soorten,exists in different kinds,-2,1,2,0,-3,0,1,2,2,1,-1,0
bestaat in verschillende vormen,exists in different forms,-1,2,0,0,-3,1,1,2,2,1,-1,0
bevat kogels,contains bullets,-1,3,1,1,3,2,2,0,2,-3,2,-1
dient om je te beschermen,is used to protect you,0,2,2,2,-2,-2,-1,2,2,2,1,1
gemaakt uit metaal,made of metal,-1,-3,-1,0,-3,1,1,0,2,1,1,-3
heeft een handvat,has a grip,-3,-1,-2,-3,-3,0,1,1,-3,1,-1,-3
heeft een loop,has a barrel,-2,3,0,3,3,2,2,0,2,-3,2,-3
is gevaarlijk,is dangerous,3,2,3,1,2,3,3,3,3,3,2,1
is gewelddadig,is violent,2,-3,3,1,2,2,2,3,3,2,2,2
is hard,is hard,-3,2,0,0,-3,-2,0,0,-2,1,1,2
is verboden,is forbidden,1,3,2,0,1,0,0,1,1,-1,0,-3
is zwaar,is heavy,-3,1,0,0,-3,-2,0,0,-3,-3,-1,-3
is zwart,is black,-3,1,-2,0,-3,-2,0,0,-3,-3,1,-3
je kan er iemand mee doden,you can kill someone with it,0,3,3,3,3,3,3,1,3,3,3,2
vernielt,destroys,2,-1,2,1,2,2,3,3,-2,-3,2,1
wordt gebruikt bij sport,used in sports,-2,1,-3,0,-3,-2,-2,0,1,-3,-1,-3
wordt gebruikt door criminelen,used by criminals,3,2,3,2,2,1,3,3,3,1,2,2
wordt gebruikt door politie,used by police men,2,3,2,1,2,2,2,1,2,1,2,2
wordt gebruikt door soldaten,used by soldiers,1,3,2,1,3,3,3,1,2,1,2,2
wordt gebruikt om oorlog te voeren,used to make war,3,3,2,3,3,3,3,3,3,3,2,3
wordt gebruikt om te jagen,used to hunt,2,3,1,2,3,2,3,2,3,3,1,2
gebruiksvoorwerp,implement/tool,2,0,1,0,1,2,1,0,2,-1,-3,0
is onderhevig aan regels,is subject to rules,-1,1,0,1,1,0,2,2,1,2,-2,-1
is populair in Amerika,is popular in the United States,-1,3,-1,-1,0,0,3,3,0,-1,-3,-2
je kan er iemand mee verwonden,you can injure someone with it,3,2,3,3,3,3,3,1,2,3,2,3
kan je mee schieten,can be shot with,1,3,1,3,2,1,0,2,-3,3,-2,1
komt vaak voor in films,occurs often in films,-2,1,0,0,0,-1,-3,2,0,1,0,-2
moet je een wapenvergunning voor hebben,you need a weapon license for it,2,3,-1,3,1,2,2,1,1,2,1,1
vind je vaak in actiefilms,is often found in action movies,1,1,0,1,1,1,2,3,0,1,1,-1
wordt alleen door mensen gebruikt,is only used by humans,1,1,3,2,1,0,-3,0,-3,1,-2,1
