ansjovis,anchovy,1,8,18,18,20,10,21,10,5,18,9,4,8,11,15,7,11,16,8,14
dolfijn,dolphin,21,20,22,3,23,23,23,20,23,23,22,17,18,22,19,17,23,23,23,19
forel,trout,5,3,7,6,15,8,3,6,13,5,4,10,6,16,2,2,6,6,3,4
goudvis,goldfish,10,5,13,2,1,5,1,4,4,1,1,1,1,1,16,11,5,2,1,1
haai,shark,17,17,11,10,17,15,18,15,18,19,20,20,17,24,20,19,21,14,13,20
haring,herring,6,4,3,20,9,4,7,9,19,15,5,9,14,7,17,4,7,8,9,5
inktvis,squid,22,23,15,21,8,22,20,-1,17,12,18,16,15,17,12,10,18,13,18,23
kabeljauw,cod,7,1,1,11,7,9,12,3,3,4,3,15,3,12,6,1,1,1,5,2
karper,carp,12,6,8,16,5,2,4,1,12,9,15,14,22,14,8,13,10,12,12,8
orka,orca,16,22,16,4,18,19,17,17,20,22,19,21,16,23,21,21,22,22,26,21
paling,eel,8,9,2,9,4,21,19,11,16,8,16,5,4,6,10,3,16,11,6,6
piranha,piranha,20,12,23,17,14,14,5,12,10,14,23,12,21,19,14,15,14,15,17,16
pladijs,plaice,11,7,5,7,16,13,15,-1,8,10,13,13,11,18,7,14,9,9,10,11
platvis,flatfish,19,14,21,22,10,12,8,-1,7,17,14,-1,10,2,11,9,15,19,16,13
potvis,sperm whale,14,19,20,14,13,18,10,19,22,20,12,19,13,3,22,18,19,20,20,18
rog,ray,9,16,14,12,11,16,11,14,15,13,7,7,12,8,5,12,12,5,15,12
sardine,sardine,13,11,10,23,12,1,22,13,11,11,8,11,9,13,1,8,8,10,7,15
snoek,pike,2,13,9,15,6,3,6,2,2,7,10,6,5,5,9,22,2,7,4,7
stekelbaars,stickleback,20,15,17,19,21,11,13,5,14,6,11,8,23,15,-1,20,17,18,19,9
tong,sole,3,10,4,8,3,6,16,8,9,3,6,3,7,9,3,5,4,3,11,10
walvis,whale,15,21,12,5,19,20,16,16,21,21,21,18,19,21,18,16,20,21,22,22
zalm,salmon,4,2,6,1,2,7,2,7,1,2,2,2,2,10,7,6,3,4,2,3
zwaardvis,swordfish,18,18,19,13,22,17,9,18,6,16,17,-1,20,20,13,23,13,17,14,17
