blikopener,can opener,32,30,29,13,24,21,21,6,23,5,25,12,24,10,20,9,14,14,27,28
bord,plate,9,4,2,10,4,3,13,21,28,17,8,4,16,24,27,7,7,19,5,5
broodrooster,toaster,7,21,24,22,10,27,23,9,10,16,30,24,13,6,4,19,27,25,20,27
fles,bottle,15,16,10,33,30,17,14,30,27,25,27,7,26,25,33,29,33,33,31,11
fornuis,stove,1,12,8,12,13,31,12,4,11,6,29,21,2,2,2,25,25,26,11,21
frigo,fridge,22,15,25,28,25,28,25,18,24,22,14,9,14,13,8,23,28,28,22,25
glas,glass,10,3,6,9,5,4,5,28,7,28,17,16,8,22,29,6,9,20,6,6
handdoek,towel,33,14,32,21,15,15,17,33,18,20,28,33,4,34,31,31,31,31,32,31
ketel,kettle,13,11,16,31,12,33,8,19,16,9,13,8,21,31,12,20,6,16,15,10
klopper,whisk,30,17,17,1,28,16,31,11,30,14,22,15,18,5,18,13,15,1,14,13
koffiezet,percolator,12,18,28,29,21,19,33,5,13,18,9,27,12,14,6,21,19,27,30,30
kom,bowl,21,8,12,2,14,24,3,3,19,21,3,14,25,18,26,4,8,9,8,12
lepel,spoon,14,5,9,19,11,5,9,26,22,26,6,6,11,15,15,3,3,4,2,4
mes,knife,19,2,4,7,8,2,7,22,15,23,10,2,6,32,14,2,1,3,3,3
microgolf,microwave oven,3,22,13,16,16,25,24,8,3,8,26,13,10,3,3,22,26,23,19,22
mixer,mixer,18,26,15,5,23,8,30,13,4,2,23,11,17,1,7,28,11,15,13,23
notenkraker,nutcracker,26,28,31,25,32,32,32,17,6,29,13,32,19,26,22,27,22,17,29,29
onderlegger,place mat,25,29,20,26,17,30,28,32,2,31,22,28,22,15,32,32,24,32,25,33
oven,oven,2,13,3,17,3,29,22,16,31,3,12,10,5,21,1,24,30,22,10,24
pan,pan,4,10,1,3,1,11,4,2,12,1,2,1,1,4,10,10,5,10,1,2
pot,pot,5,7,22,4,2,19,1,1,1,19,1,5,3,7,11,30,4,18,9,1
rasp,grater,31,27,21,24,26,9,19,7,29,15,4,25,28,9,19,12,16,13,18,17
schaar,scissors,28,24,33,30,31,7,16,23,25,32,32,18,27,29,21,17,18,30,33,20
schort,apron,29,25,27,20,29,22,29,31,26,30,15,31,30,28,30,33,32,29,23,32
spatel,spatula,17,23,18,23,27,6,10,27,9,12,5,23,31,16,17,11,23,2,21,14
tas,mug,11,6,5,8,6,18,6,29,32,33,16,17,20,27,28,5,10,21,7,7
theelepel,teaspoon,24,9,11,27,9,10,2,25,33,27,19,19,29,30,16,8,29,8,26,9
vergiet,colander,23,32,14,15,19,12,18,20,5,4,18,29,32,23,25,14,13,6,16,16
vork,fork,16,1,7,6,7,1,11,24,14,24,11,3,7,33,23,1,2,5,4,8
waterkoker,electric kettle,6,31,23,23,18,26,26,15,8,10,20,30,15,20,5,18,17,24,24,19
weegschaal,scales,8,20,26,14,33,20,20,14,20,13,24,20,23,12,9,26,20,12,28,26
wok,wok,20,19,30,11,20,13,27,10,17,7,31,22,9,8,13,16,21,11,12,18
zeef,sieve,21,33,19,18,22,23,15,12,21,11,1,26,33,18,24,15,12,7,17,15
