aardappel,potato,8,30,7,1,28,28,19,30,1,27,28,28,25,16,27,14,30,21,16,3
ajuin,onions,17,28,29,18,27,26,2,23,3,4,14,18,17,13,4,15,23,26,20,13
asperges,asparagus,15,17,10,25,16,3,8,22,9,12,9,20,20,22,23,12,21,10,11,27
aubergine,eggplant,16,22,30,26,26,6,29,27,19,28,-1,16,14,21,16,13,18,12,10,20
augurken,gherkins,28,26,14,27,27,29,20,18,26,16,13,29,22,25,29,27,25,23,26,26
biet,beet,14,24,16,15,23,17,26,28,17,22,-1,26,27,30,22,26,22,17,17,28
bloemkool,cauliflower,7,7,17,12,10,8,15,24,5,10,18,5,3,6,7,11,8,6,8,9
bonen,beans,20,5,23,3,7,20,6,3,12,6,6,1,7,2,14,6,16,5,5,14
champignons,mushrooms,26,27,3,4,30,15,5,29,13,7,4,9,18,27,30,10,4,26,22,25
courgette,zucchini,24,13,15,16,13,1,27,11,14,20,11,13,12,15,17,7,11,14,4,19
erwten,peas,22,4,28,4,4,11,13,12,18,11,7,3,15,5,8,19,9,9,13,11
kervel,chervil,25,25,8,28,29,27,21,19,10,29,24,24,28,26,18,29,26,30,27,22
komkommer,cucumber,4,3,2,6,15,1,10,4,11,3,12,10,13,12,13,4,10,4,25,25
look,garlic,29,29,5,29,25,24,3,10,6,24,15,30,30,24,26,16,29,29,30,30
maïs,corn,18,15,11,17,17,4,1,5,16,27,8,19,29,20,20,20,19,20,21,21
paprika,pepper,21,18,6,20,5,5,7,6,23,8,3,4,19,17,12,5,20,25,19,17
peterselie,parsley,9,21,21,13,24,25,24,13,7,23,27,25,26,28,28,28,28,27,24,29
prei,leek,11,9,20,8,19,22,22,20,15,9,21,11,9,9,5,17,3,9,7,6
radijs,radish,27,20,13,22,18,19,21,15,27,13,5,23,21,19,19,23,14,18,29,24
rode kool,red cabbage,1,14,27,10,6,21,4,17,25,26,16,7,8,8,9,22,15,15,18,10
schorseneren,black salsify,-1,16,24,21,20,13,-1,28,30,-1,10,21,23,23,24,30,13,11,14,18
selder,celery,23,12,25,27,9,14,9,21,22,18,22,14,10,10,15,9,24,19,2,7
sla,lettuce,13,1,4,19,2,16,11,1,29,2,25,15,11,4,3,2,1,1,6,1
spinazie,spinach,12,10,18,11,8,7,17,16,20,19,23,12,4,11,11,1,6,7,1,8
spruiten,Brussels sprouts,2,11,26,5,11,18,25,8,20,15,20,6,6,14,10,21,12,8,3,12
tomaat,tomato,5,23,1,30,1,30,18,2,2,1,2,27,1,3,2,3,5,24,23,2
waterkers,water cress,19,19,12,23,22,23,28,25,4,25,26,22,24,29,21,24,27,27,28,23
witloof,endive,10,8,19,9,12,10,14,7,8,14,19,17,5,18,25,25,7,16,15,16
witte kool,white cabbage,6,6,22,14,14,12,16,14,24,27,17,8,16,7,6,18,17,13,9,15
wortel,carrot,3,2,9,2,3,9,12,9,21,5,1,2,2,1,1,8,2,2,12,4
